candidate_id,content,llm_label,supports_violation,precedent_id,canonical_ids,document_page,document_url,keep?
harv_0563,Buy app reviews & boost your app ranking,ad_copy,yes,prec.caag.roomster_fake_reviews_2023,misleading.unsubstantiated_objective_claims|misleading.false_affiliation_or_endorsement,10,https://oag.ca.gov/system/files/attachments/press-docs/Roomster%20Complaint.pdf,
harv_0004,"No loans, no debt",ad_copy,yes,prec.cfpb.bloomtech_isa_2024,finance.misleading_or_unbalanced_claims|finance.credit_advertising_trigger_terms,15,https://files.consumerfinance.gov/f/documents/cfpb_bloomtech-inc-consent-order_2024-04.pdf,
harv_0005,designed to get you hired,ad_copy,yes,prec.cfpb.bloomtech_isa_2024,finance.misleading_or_unbalanced_claims|finance.credit_advertising_trigger_terms,16,https://files.consumerfinance.gov/f/documents/cfpb_bloomtech-inc-consent-order_2024-04.pdf,
harv_0006,experienced industry expert,ad_copy,yes,prec.cfpb.bloomtech_isa_2024,finance.misleading_or_unbalanced_claims|finance.credit_advertising_trigger_terms,16,https://files.consumerfinance.gov/f/documents/cfpb_bloomtech-inc-consent-order_2024-04.pdf,
harv_0008,top tech companies,ad_copy,yes,prec.cfpb.bloomtech_isa_2024,finance.misleading_or_unbalanced_claims|finance.credit_advertising_trigger_terms,17,https://files.consumerfinance.gov/f/documents/cfpb_bloomtech-inc-consent-order_2024-04.pdf,
harv_0009,Fortune 100 companies,ad_copy,yes,prec.cfpb.bloomtech_isa_2024,finance.misleading_or_unbalanced_claims|finance.credit_advertising_trigger_terms,17,https://files.consumerfinance.gov/f/documents/cfpb_bloomtech-inc-consent-order_2024-04.pdf,
harv_0010,We don’t get paid until you do,ad_copy,yes,prec.cfpb.bloomtech_isa_2024,finance.misleading_or_unbalanced_claims|finance.credit_advertising_trigger_terms,18,https://files.consumerfinance.gov/f/documents/cfpb_bloomtech-inc-consent-order_2024-04.pdf,
harv_0011,"Aligned Incentives . . . Because we invest in you, instead of the other way around, we only make money when you do",ad_copy,yes,prec.cfpb.bloomtech_isa_2024,finance.misleading_or_unbalanced_claims|finance.credit_advertising_trigger_terms,18,https://files.consumerfinance.gov/f/documents/cfpb_bloomtech-inc-consent-order_2024-04.pdf,
harv_0001,save money without thinking about it,ad_copy,yes,prec.cfpb.hello_digit_2022,finance.misleading_or_unbalanced_claims,5,https://files.consumerfinance.gov/f/documents/cfpb_hello-digit-llc_consent-order_2022-08.pdf,
harv_0015,no personal guaranty of collateral,ad_copy,yes,prec.fda.opioid_marketing_2020,health.disease_cure_treatment_claims|health.unsubstantiated_health_claims,4,https://www.ftc.gov/system/files/ftc_gov/pdf/rcg_opinion_order.pdf,
harv_0119,Get FREE Two-Day Delivery with Prime,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,31,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0120,Save $5.99 instantly on this order,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,31,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0121,Perks of Prime,ad_copy,no,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,32,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0122,"Fast, FREE delivery on Prime eligible items",ad_copy,no,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,32,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0123,"Prime Video – Enjoy award-winning Amazon Originals, movies and TV shows",ad_copy,no,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,32,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0125,Place your Order,ad_copy,no,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,35,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0126,"Watch now, cancel anytime. Start your 30-day free trial",ad_copy,no,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,37,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0127,Confirm your details,ad_copy,no,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,37,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0128,Prime. Enjoy unlimited streaming of thousands of movies and TV shows plus FREE Two-Day Delivery on millions of items. $14.99/month after trial,ad_copy,no,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,37,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0129,Start your free trial,ad_copy,no,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,39,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0130,Share your benefits,ad_copy,no,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,44,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0131,Remind me before renewing,ad_copy,no,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,44,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0132,End Your Amazon Prime Membership,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,45,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0133,End Your Prime Membership,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,45,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0134,How to cancel membership,ad_copy,no,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,46,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0135,Start shopping today’s deals!,ad_copy,no,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,46,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0136,Start listening now!,ad_copy,no,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,47,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0137,Continue to Cancel,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,49,https://www.ftc.gov/system/files/ftc_gov/pdf/amazon-rosca-public-redacted-complaint-to_be_filed.pdf,
harv_0140,Sign up for Prime,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,15,https://www.ftc.gov/system/files/ftc_gov/pdf/2023-09-20-067-AmendedComplaint%28redacted%29.pdf,
harv_0141,FREE Same-Day Delivery with a free trial of Amazon Prime,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,19,https://www.ftc.gov/system/files/ftc_gov/pdf/2023-09-20-067-AmendedComplaint%28redacted%29.pdf,
harv_0142,Try Prime FREE for 30 days,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,20,https://www.ftc.gov/system/files/ftc_gov/pdf/2023-09-20-067-AmendedComplaint%28redacted%29.pdf,
harv_0143,Get FREE Prime Delivery with Prime,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,24,https://www.ftc.gov/system/files/ftc_gov/pdf/2023-09-20-067-AmendedComplaint%28redacted%29.pdf,
harv_0144,No hassle. No Commitments. Cancel Anytime,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,24,https://www.ftc.gov/system/files/ftc_gov/pdf/2023-09-20-067-AmendedComplaint%28redacted%29.pdf,
harv_0145,we’re giving you Prime FREE for 30 days!,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,24,https://www.ftc.gov/system/files/ftc_gov/pdf/2023-09-20-067-AmendedComplaint%28redacted%29.pdf,
harv_0146,Get your Prime eligible items for $5.99 FREE,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,24,https://www.ftc.gov/system/files/ftc_gov/pdf/2023-09-20-067-AmendedComplaint%28redacted%29.pdf,
harv_0147,Start your Prime FREE trial,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,30,https://www.ftc.gov/system/files/ftc_gov/pdf/2023-09-20-067-AmendedComplaint%28redacted%29.pdf,
harv_0148,"Don’t worry, cancel anytime",ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,30,https://www.ftc.gov/system/files/ftc_gov/pdf/2023-09-20-067-AmendedComplaint%28redacted%29.pdf,
harv_0150,Included with Prime,ad_copy,no,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,43,https://www.ftc.gov/system/files/ftc_gov/pdf/2023-09-20-067-AmendedComplaint%28redacted%29.pdf,
harv_0154,Get FREE two-day shipping,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,77,https://www.ftc.gov/system/files/ftc_gov/pdf/2023-09-20-067-AmendedComplaint%28redacted%29.pdf,
harv_0175,storefront that they can,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,38,https://www.ftc.gov/system/files/ftc_gov/pdf/2023-11-17-125-PublicFTCOppositiontoDs%27MotiontoDismiss_0.pdf,
harv_0176,Compl. ¶ 113. Consumers who click that button are told,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,38,https://www.ftc.gov/system/files/ftc_gov/pdf/2023-11-17-125-PublicFTCOppositiontoDs%27MotiontoDismiss_0.pdf,
harv_0177,You can end your Prime membership by selecting the End Membership button on this page,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,41,https://www.ftc.gov/system/files/ftc_gov/pdf/2023-11-17-125-PublicFTCOppositiontoDs%27MotiontoDismiss_0.pdf,
harv_0178,start watching videos by clicking here!,ad_copy,yes,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,42,https://www.ftc.gov/system/files/ftc_gov/pdf/2023-11-17-125-PublicFTCOppositiontoDs%27MotiontoDismiss_0.pdf,
harv_0183,"expedited ‘free’ delivery of merchandise from Amazon’s vast online marketplace, streaming content, and grocery delivery",ad_copy,no,prec.ftc.amazon_prime_dark_patterns_2023,misleading.missing_or_inconsistent_material_info,3,https://www.ftc.gov/system/files/ftc_gov/pdf/2024-05-28-ECF165-OrderDenyingDefendants%27MotionstoDismiss.pdf,
harv_0226,"Chegg takes commercially reasonable security measures to protect the Personal Information submitted to us, both during transmission and once we receive it",ad_copy,yes,prec.ftc.chegg_data_security_2023,privacy.data_collection_disclosure_required,5,https://www.ftc.gov/system/files/ftc_gov/pdf/2023151-Chegg-Complaint.pdf,
harv_0060,Congrats! ... You’re pre-approved for an American Express Card,ad_copy,yes,prec.ftc.credit_karma_preapproved_2023,finance.misleading_or_unbalanced_claims|misleading.unsubstantiated_objective_claims,2,https://www.ftc.gov/system/files/ftc_gov/pdf/CK%20Complaint%209-1-22%20%28Redacted%29.pdf,
harv_0061,You’re pre-approved for this Amex Card,ad_copy,yes,prec.ftc.credit_karma_preapproved_2023,finance.misleading_or_unbalanced_claims|misleading.unsubstantiated_objective_claims,2,https://www.ftc.gov/system/files/ftc_gov/pdf/CK%20Complaint%209-1-22%20%28Redacted%29.pdf,
harv_0099,Count on DeVry for Career Success,ad_copy,yes,prec.ftc.devry_education_claims_2016,misleading.exaggerated_results|misleading.unsubstantiated_objective_claims,12,https://www.ftc.gov/system/files/documents/cases/160127devrycmpt.pdf,
harv_0100,Career Coaching for a Career in Technology,ad_copy,no,prec.ftc.devry_education_claims_2016,misleading.exaggerated_results|misleading.unsubstantiated_objective_claims,15,https://www.ftc.gov/system/files/documents/cases/160127devrycmpt.pdf,
harv_0101,Why Should I Invest in an Education,ad_copy,no,prec.ftc.devry_education_claims_2016,misleading.exaggerated_results|misleading.unsubstantiated_objective_claims,16,https://www.ftc.gov/system/files/documents/cases/160127devrycmpt.pdf,
harv_0201,Apps and Websites,ad_copy,no,prec.ftc.facebook_privacy_2019,privacy.opt_out_of_sale_or_sharing_for_targeted_ads,23,https://www.ftc.gov/system/files/documents/cases/182_3109_facebook_complaint_filed_7-24-19.pdf,
harv_0202,review and edit the privacy of key pieces of information,ad_copy,yes,prec.ftc.facebook_privacy_2019,privacy.opt_out_of_sale_or_sharing_for_targeted_ads,31,https://www.ftc.gov/system/files/documents/cases/182_3109_facebook_complaint_filed_7-24-19.pdf,
harv_0204,Add A New Phone Number,ad_copy,no,prec.ftc.facebook_privacy_2019,privacy.opt_out_of_sale_or_sharing_for_targeted_ads,38,https://www.ftc.gov/system/files/documents/cases/182_3109_facebook_complaint_filed_7-24-19.pdf,
harv_0205,Why am I being asked to add my mobile phone number to my account?,ad_copy,no,prec.ftc.facebook_privacy_2019,privacy.opt_out_of_sale_or_sharing_for_targeted_ads,39,https://www.ftc.gov/system/files/documents/cases/182_3109_facebook_complaint_filed_7-24-19.pdf,
harv_0207,control who can see,ad_copy,yes,prec.ftc.facebook_privacy_2019,privacy.opt_out_of_sale_or_sharing_for_targeted_ads,6,https://www.ftc.gov/sites/default/files/documents/cases/2011/11/111129facebookcmpt.pdf,
harv_0208,Friends of Friends,ad_copy,no,prec.ftc.facebook_privacy_2019,privacy.opt_out_of_sale_or_sharing_for_targeted_ads,6,https://www.ftc.gov/sites/default/files/documents/cases/2011/11/111129facebookcmpt.pdf,
harv_0209,Friends’ App Settings,ad_copy,no,prec.ftc.facebook_privacy_2019,privacy.opt_out_of_sale_or_sharing_for_targeted_ads,6,https://www.ftc.gov/sites/default/files/documents/cases/2011/11/111129facebookcmpt.pdf,
harv_0210,Responding to Your Feedback,ad_copy,yes,prec.ftc.facebook_privacy_2019,privacy.opt_out_of_sale_or_sharing_for_targeted_ads,12,https://www.ftc.gov/sites/default/files/documents/cases/2011/11/111129facebookcmpt.pdf,
harv_0211,Facebook Expands Power of Platform Across the Web and Around the World,ad_copy,yes,prec.ftc.facebook_privacy_2019,privacy.opt_out_of_sale_or_sharing_for_targeted_ads,15,https://www.ftc.gov/sites/default/files/documents/cases/2011/11/111129facebookcmpt.pdf,
harv_0213,HeyDoctor by GoodRx,ad_copy,no,prec.ftc.goodrx_health_data_2023,health.health_privacy_sensitive_attributes|privacy.sensitive_attribute_targeting_prohibited,2,https://www.ftc.gov/system/files/ftc_gov/pdf/goodrx_complaint_for_permanent_injunction_civil_penalties_and_other_relief.pdf,
harv_0514,Advanced Video Manager Options,ad_copy,no,prec.ftc.google_youtube_coppa_2019,minors.parental_consent_for_childrens_data|minors.child_directed_content_ad_restrictions,7,https://www.ftc.gov/system/files/documents/cases/youtube_complaint.pdf,
harv_0515,Insights on Families Online,ad_copy,yes,prec.ftc.google_youtube_coppa_2019,minors.parental_consent_for_childrens_data|minors.child_directed_content_ad_restrictions,8,https://www.ftc.gov/system/files/documents/cases/youtube_complaint.pdf,
harv_0516,YouTube is today’s leader in reaching children age 6-11 against top TV channels,ad_copy,yes,prec.ftc.google_youtube_coppa_2019,minors.parental_consent_for_childrens_data|minors.child_directed_content_ad_restrictions,8,https://www.ftc.gov/system/files/documents/cases/youtube_complaint.pdf,
harv_0517,YouTube was unanimously voted as the favorite website for kids 2-12,ad_copy,yes,prec.ftc.google_youtube_coppa_2019,minors.parental_consent_for_childrens_data|minors.child_directed_content_ad_restrictions,8,https://www.ftc.gov/system/files/documents/cases/youtube_complaint.pdf,
harv_0518,favorite website for kids 2-12,ad_copy,yes,prec.ftc.google_youtube_coppa_2019,minors.parental_consent_for_childrens_data|minors.child_directed_content_ad_restrictions,8,https://www.ftc.gov/system/files/documents/cases/youtube_complaint.pdf,
harv_0520,Made for Kids,ad_copy,no,prec.ftc.google_youtube_coppa_2019,minors.parental_consent_for_childrens_data|minors.child_directed_content_ad_restrictions,9,https://www.ftc.gov/system/files/documents/cases/youtube_complaint.pdf,
harv_0522,Meet the Junior Rainbow Princesses,ad_copy,yes,prec.ftc.google_youtube_coppa_2019,minors.parental_consent_for_childrens_data|minors.child_directed_content_ad_restrictions,10,https://www.ftc.gov/system/files/documents/cases/youtube_complaint.pdf,
harv_0525,how to train your dragon,ad_copy,yes,prec.ftc.google_youtube_coppa_2019,minors.parental_consent_for_childrens_data|minors.child_directed_content_ad_restrictions,11,https://www.ftc.gov/system/files/documents/cases/youtube_complaint.pdf,
harv_0529,Annie’s Hair is Purple?!,ad_copy,yes,prec.ftc.google_youtube_coppa_2019,minors.parental_consent_for_childrens_data|minors.child_directed_content_ad_restrictions,12,https://www.ftc.gov/system/files/documents/cases/youtube_complaint.pdf,
harv_0530,Giant Rainbow Castle! Barbie Princess + Fairy Tea Party – Toy Video,ad_copy,yes,prec.ftc.google_youtube_coppa_2019,minors.parental_consent_for_childrens_data|minors.child_directed_content_ad_restrictions,12,https://www.ftc.gov/system/files/documents/cases/youtube_complaint.pdf,
harv_0531,unique toy channel bursting with . . . family friendly videos inspired by sugary cute toys,ad_copy,yes,prec.ftc.google_youtube_coppa_2019,minors.parental_consent_for_childrens_data|minors.child_directed_content_ad_restrictions,13,https://www.ftc.gov/system/files/documents/cases/youtube_complaint.pdf,
harv_0532,family friendly parodies and skits for kids,ad_copy,yes,prec.ftc.google_youtube_coppa_2019,minors.parental_consent_for_childrens_data|minors.child_directed_content_ad_restrictions,13,https://www.ftc.gov/system/files/documents/cases/youtube_complaint.pdf,
harv_0536,Hickory Dickory Dock Rocks,ad_copy,yes,prec.ftc.google_youtube_coppa_2019,minors.parental_consent_for_childrens_data|minors.child_directed_content_ad_restrictions,14,https://www.ftc.gov/system/files/documents/cases/youtube_complaint.pdf,
harv_0368,take control of your . . . situation / financial future / life,ad_copy,yes,prec.ftc.herbalife_mlm_2016,finance.performance_claims_substantiation|misleading.unsubstantiated_objective_claims,14,https://www.ftc.gov/system/files/documents/cases/160715herbalifecmpt.pdf,
harv_0369,join the emerging megatrend of wellness,ad_copy,yes,prec.ftc.herbalife_mlm_2016,finance.performance_claims_substantiation|misleading.unsubstantiated_objective_claims,14,https://www.ftc.gov/system/files/documents/cases/160715herbalifecmpt.pdf,
harv_0370,allows you to earn Member discounts and profits instantly by retailing products,ad_copy,yes,prec.ftc.herbalife_mlm_2016,finance.performance_claims_substantiation|misleading.unsubstantiated_objective_claims,15,https://www.ftc.gov/system/files/documents/cases/160715herbalifecmpt.pdf,
harv_0371,has surpassed the GNP of all major European countries,ad_copy,yes,prec.ftc.herbalife_mlm_2016,finance.performance_claims_substantiation|misleading.unsubstantiated_objective_claims,15,https://www.ftc.gov/system/files/documents/cases/160715herbalifecmpt.pdf,
harv_0372,Sales & Marketing Plan and Business Rules,ad_copy,no,prec.ftc.herbalife_mlm_2016,finance.performance_claims_substantiation|misleading.unsubstantiated_objective_claims,17,https://www.ftc.gov/system/files/documents/cases/160715herbalifecmpt.pdf,
harv_0373,"use, wear, talk",ad_copy,no,prec.ftc.herbalife_mlm_2016,finance.performance_claims_substantiation|misleading.unsubstantiated_objective_claims,19,https://www.ftc.gov/system/files/documents/cases/160715herbalifecmpt.pdf,
harv_0423,Best part of doing taxes yourself? It’s free,ad_copy,yes,prec.ftc.hrblock_free_filing_2024,finance.misleading_or_unbalanced_claims|misleading.unsubstantiated_objective_claims,24,https://www.ftc.gov/system/files/ftc_gov/pdf/d09427_-_hr_block_consent_agreement_package_without_signatures.pdf,
harv_0424,Simple returns file free,ad_copy,yes,prec.ftc.hrblock_free_filing_2024,finance.misleading_or_unbalanced_claims|misleading.unsubstantiated_objective_claims,24,https://www.ftc.gov/system/files/ftc_gov/pdf/d09427_-_hr_block_consent_agreement_package_without_signatures.pdf,
harv_0425,Tech specs and supported forms,ad_copy,no,prec.ftc.hrblock_free_filing_2024,finance.misleading_or_unbalanced_claims|misleading.unsubstantiated_objective_claims,26,https://www.ftc.gov/system/files/ftc_gov/pdf/d09427_-_hr_block_consent_agreement_package_without_signatures.pdf,
harv_0426,Simple retum s,ad_copy,yes,prec.ftc.hrblock_free_filing_2024,finance.misleading_or_unbalanced_claims|misleading.unsubstantiated_objective_claims,29,https://www.ftc.gov/system/files/ftc_gov/pdf/d09427_-_hr_block_consent_agreement_package_without_signatures.pdf,
harv_0427,Simple retmn s,ad_copy,yes,prec.ftc.hrblock_free_filing_2024,finance.misleading_or_unbalanced_claims|misleading.unsubstantiated_objective_claims,29,https://www.ftc.gov/system/files/ftc_gov/pdf/d09427_-_hr_block_consent_agreement_package_without_signatures.pdf,
harv_0435,Place your order with peace of mind,ad_copy,yes,prec.ftc.instacart_deceptive_2025,misleading.missing_or_inconsistent_material_info|misleading.unsubstantiated_objective_claims,11,https://www.ftc.gov/system/files/ftc_gov/pdf/Instacart-Complaint.pdf,
harv_0436,Join Instacart+ for free delivery and more,ad_copy,yes,prec.ftc.instacart_deceptive_2025,misleading.missing_or_inconsistent_material_info|misleading.unsubstantiated_objective_claims,20,https://www.ftc.gov/system/files/ftc_gov/pdf/Instacart-Complaint.pdf,
harv_0437,can cancel any time,ad_copy,no,prec.ftc.instacart_deceptive_2025,misleading.missing_or_inconsistent_material_info|misleading.unsubstantiated_objective_claims,25,https://www.ftc.gov/system/files/ftc_gov/pdf/Instacart-Complaint.pdf,
harv_0438,Manage your membership,ad_copy,no,prec.ftc.instacart_deceptive_2025,misleading.missing_or_inconsistent_material_info|misleading.unsubstantiated_objective_claims,26,https://www.ftc.gov/system/files/ftc_gov/pdf/Instacart-Complaint.pdf,
harv_0228,"free, free, free",ad_copy,yes,prec.ftc.intuit_turbotax_free_2022,finance.misleading_or_unbalanced_claims|misleading.unsubstantiated_objective_claims,17,https://www.ftc.gov/system/files/ftc_gov/pdf/intuit_initial_decision_public_redacted_1.pdf,
harv_0229,simple tax returns,ad_copy,no,prec.ftc.intuit_turbotax_free_2022,finance.misleading_or_unbalanced_claims|misleading.unsubstantiated_objective_claims,18,https://www.ftc.gov/system/files/ftc_gov/pdf/intuit_initial_decision_public_redacted_1.pdf,
harv_0230,simple U.S. returns only,ad_copy,no,prec.ftc.intuit_turbotax_free_2022,finance.misleading_or_unbalanced_claims|misleading.unsubstantiated_objective_claims,18,https://www.ftc.gov/system/files/ftc_gov/pdf/intuit_initial_decision_public_redacted_1.pdf,
